name,ingredient,weight
호박국,"파, 대파, 생것",2.3
호박국,"멸치, 대멸치, 삶아서 말린것",2.3
호박맑은국,"호박, 애호박, 생것",28.75
호박맑은국,소금,0.345
호박맑은국,"마늘, 깐마늘, 생것",0.23
호박맑은국,"양파, 생것",5.75
호박맑은국,"파, 대파, 생것",2.3
호박맑은국,"멸치, 대멸치, 삶아서 말린것",2.3
호박양파국,"호박, 애호박, 생것",28.75
호박양파국,"양파, 생것",11.5
호박양파국,"마늘, 깐마늘, 생것",0.23
호박양파국,소금,0.345
호박양파국,"파, 대파, 생것",2.3
호박양파국,"멸치, 대멸치, 삶아서 말린것",2.3
호박잎된장국,"호박, 잎, 생것",23.0
호박잎된장국,"감자, 대지, 생것",8.05
호박잎된장국,"파, 대파, 생것",2.3
호박잎된장국,"호박, 애호박, 생것",8.05
호박잎된장국,"양파, 생것",5.75
호박잎된장국,"멸치, 대멸치, 삶아서 말린것",2.3
호박잎된장국,"된장, 개량",3.45
호박잎된장국,"마늘, 깐마늘, 생것",0.23
호박칼제비국,"호박, 애호박, 생것",11.5
호박칼제비국,"감자, 대지, 생것",8.05
호박칼제비국,"양파, 생것",5.75
호박칼제비국,"파, 대파, 생것",2.3
호박칼제비국,"멸치, 대멸치, 삶아서 말린것",1.725
호박칼제비국,"마늘, 깐마늘, 생것",0.345
호박칼제비국,"백합, 생것",17.25
호박칼제비국,"간장, 재래",0.575
호박칼제비국,"당근, 뿌리, 생것",5.75
호박칼제비국,"국수, 칼국수, 생것",28.75
호박칼제비국,"밀, 중력밀가루",17.25
홍합국,"홍합, 생것",34.5
홍합국,"멸치, 대멸치, 삶아서 말린것",2.3
홍합국,"무, 조선무, 생것",11.5
홍합국,"마늘, 깐마늘, 생것",0.23
홍합국,소금,0.345
홍합국,"파, 대파, 생것",2.3
홍합무국,"파, 대파, 생것",2.3
홍합무국,"마늘, 깐마늘, 생것",0.345
홍합무국,"무, 조선무, 생것",11.5
홍합무국,소금,0.575
홍합무국,"홍합, 생것",34.5
홍합미역국,"홍합, 생것",46.0
홍합미역국,"간장, 재래",0.575
홍합미역국,"마늘, 깐마늘, 생것",0.345
홍합미역국,"미역, 말린것",3.45
홍합미역국,참기름,2.3
(참깨제외)홍합미역국,"홍합, 생것",46.0
(참깨제외)홍합미역국,"간장, 재래",0.575
(참깨제외)홍합미역국,"마늘, 깐마늘, 생것",0.345
(참깨제외)홍합미역국,"미역, 말린것",3.45
홍합살맑은국,"홍합, 생것",46.0
홍합살맑은국,소금,0.345
홍합살맑은국,"마늘, 깐마늘, 생것",0.345
홍합살맑은국,"무, 조선무, 생것",13.8
홍합살맑은국,"파, 대파, 생것",2.3
홍합살미역국,"미역, 말린것",3.45
홍합살미역국,"홍합, 생것",46.0
홍합살미역국,"다시마, 말린것",0.23
홍합살미역국,"간장, 재래",0.575
홍합살미역국,"마늘, 깐마늘, 생것",0.575
홍합탕,"홍합, 생것",34.5
홍합탕,"멸치, 대멸치, 삶아서 말린것",2.3
홍합탕,"양파, 생것",3.45
홍합탕,"무, 조선무, 생것",11.5
홍합탕,"마늘, 깐마늘, 생것",0.23
홍합탕,소금,0.345
홍합탕,"파, 대파, 생것",2.3
황태달걀국,"명태, 황태, 말린것",8.625
황태달걀국,들기름,1.725
황태달걀국,소금,0.345
황태달걀국,"마늘, 깐마늘, 생것",0.345
황태달걀국,"무, 조선무, 생것",17.25
황태달걀국,"양파, 생것",8.05
황태달걀국,"파, 대파, 생것",2.3
황태달걀국,"달걀, 생것",11.5
(참깨제외)황태달걀국,"명태, 황태, 말린것",8.625
(참깨제외)황태달걀국,유채씨기름,1.725
(참깨제외)황태달걀국,소금,0.345
(참깨제외)황태달걀국,"마늘, 깐마늘, 생것",0.345
(참깨제외)황태달걀국,"무, 조선무, 생것",17.25
(참깨제외)황태달걀국,"양파, 생것",8.05
(참깨제외)황태달걀국,"파, 대파, 생것",2.3
(참깨제외)황태달걀국,"달걀, 생것",11.5
황태국,"명태, 황태, 말린것",8.625
황태국,들기름,2.3
황태국,소금,0.345
황태국,"마늘, 깐마늘, 생것",0.345
황태국,"무, 조선무, 생것",17.25
황태국,"양파, 생것",8.05
황태국,"파, 대파, 생것",2.3
(참깨제외)황태국,"명태, 황태, 말린것",8.625
(참깨제외)황태국,유채씨기름,2.3
(참깨제외)황태국,소금,0.345
(참깨제외)황태국,"마늘, 깐마늘, 생것",0.345
(참깨제외)황태국,"무, 조선무, 생것",17.25
(참깨제외)황태국,"양파, 생것",8.05
(참깨제외)황태국,"파, 대파, 생것",2.3
황태김치국,"명태, 황태, 말린것",8.625
황태김치국,들기름,1.725
황태김치국,"무, 조선무, 생것",5.75
황태김치국,"양파, 생것",5.75
황태김치국,"파, 대파, 생것",2.3
황태김치국,"간장, 재래",0.575
황태김치국,"김치, 배추 김치",17.25
(참깨제외)황태김치국,"명태, 황태, 말린것",8.625
(참깨제외)황태김치국,유채씨기름,1.725
(참깨제외)황태김치국,"무, 조선무, 생것",5.75
(참깨제외)황태김치국,"양파, 생것",5.75
(참깨제외)황태김치국,"파, 대파, 생것",2.3
(참깨제외)황태김치국,"간장, 재래",0.575
(참깨제외)황태김치국,"김치, 배추 김치",17.25
황태미역국,"명태, 황태, 말린것",8.625
황태미역국,"간장, 재래",0.575
황태미역국,"마늘, 깐마늘, 생것",0.345
황태미역국,"미역, 말린것",3.45
황태미역국,참기름,2.3
(참깨제외)황태미역국,"명태, 황태, 말린것",8.625
(참깨제외)황태미역국,"간장, 재래",0.575
(참깨제외)황태미역국,"마늘, 깐마늘, 생것",0.345
(참깨제외)황태미역국,"미역, 말린것",3.45
(참깨제외)황태미역국,유채씨기름,2.3
황태애호박국,"명태, 황태, 말린것",8.625
황태애호박국,들기름,1.725
황태애호박국,"마늘, 깐마늘, 생것",0.345
황태애호박국,소금,0.345
황태애호박국,"호박, 애호박, 생것",23.0
황태애호박국,"무, 조선무, 생것",5.75
황태애호박국,"양파, 생것",5.75
황태애호박국,"파, 대파, 생것",2.3
(참깨제외)황태애호박국,"명태, 황태, 말린것",8.625
(참깨제외)황태애호박국,유채씨기름,1.725
(참깨제외)황태애호박국,"마늘, 깐마늘, 생것",0.345
(참깨제외)황태애호박국,소금,0.345
(참깨제외)황태애호박국,"호박, 애호박, 생것",23.0
(참깨제외)황태애호박국,"무, 조선무, 생것",5.75
(참깨제외)황태애호박국,"양파, 생것",5.75
(참깨제외)황태애호박국,"파, 대파, 생것",2.3
황태채맑은국,"명태, 황태, 말린것",8.625
황태채맑은국,소금,0.345
황태채맑은국,"마늘, 깐마늘, 생것",0.345
황태채맑은국,들기름,1.725
황태채맑은국,"무, 조선무, 생것",8.05
황태채맑은국,"양파, 생것",5.75
황태채맑은국,"파, 대파, 생것",2.3
(참깨제외)황태채맑은국,"명태, 황태, 말린것",8.625
(참깨제외)황태채맑은국,소금,0.345
(참깨제외)황태채맑은국,"마늘, 깐마늘, 생것",0.345
(참깨제외)황태채맑은국,유채씨기름,1.725
(참깨제외)황태채맑은국,"무, 조선무, 생것",8.05
(참깨제외)황태채맑은국,"양파, 생것",5.75
(참깨제외)황태채맑은국,"파, 대파, 생것",2.3
황태콩나물국,"명태, 황태, 말린것",6.9
황태콩나물국,"마늘, 깐마늘, 생것",0.345
황태콩나물국,"콩나물, 생것",17.25
황태콩나물국,소금,0.345
황태콩나물국,들기름,1.725
황태콩나물국,"무, 조선무, 생것",8.05
황태콩나물국,"양파, 생것",8.05
황태콩나물국,"파, 대파, 생것",2.3
황태콩나물국,"달걀, 생것",11.5
"(달걀,참깨제외)황태콩나물국","명태, 황태, 말린것",6.9
"(달걀,참깨제외)황태콩나물국","마늘, 깐마늘, 생것",0.345
"(달걀,참깨제외)황태콩나물국","콩나물, 생것",17.25
"(달걀,참깨제외)황태콩나물국",소금,0.345
"(달걀,참깨제외)황태콩나물국",유채씨기름,1.725
"(달걀,참깨제외)황태콩나물국","무, 조선무, 생것",8.05
"(달걀,참깨제외)황태콩나물국","양파, 생것",8.05
"(달걀,참깨제외)황태콩나물국","파, 대파, 생것",2.3
너비아니샐러드,"브로콜리, 싹, 생것",7.0
너비아니샐러드,"알팔파, 싹, 생것",7.0
너비아니샐러드,"오이, 취청, 생것",14.0
너비아니샐러드,"양상추, 생것",14.0
너비아니샐러드,"설탕, 백설탕",2.8
너비아니샐러드,"식초, 양조",2.8
너비아니샐러드,"간장, 개량, 양조",2.8
너비아니샐러드,"소고기, 한우, 등심, 생것",42.0
너비아니샐러드,두부,14.0
너비아니샐러드,"양파, 생것",4.2
너비아니샐러드,"달걀, 생것",7.0
너비아니샐러드,"파, 쪽파, 생것",4.2
너비아니샐러드,"밀, 중력밀가루",7.0
너비아니샐러드,유채씨기름,2.8
닭가슴살부추무침,"닭고기, 살코기, 생것",42.0
닭가슴살부추무침,"부추, 재래종, 생것",21.0
닭가슴살부추무침,"파, 생것",7.0
닭가슴살부추무침,"간장, 재래",2.1
닭가슴살부추무침,"마늘, 깐마늘, 생것",1.4
닭가슴살부추무침,참기름,0.28
닭가슴살부추무침,소금,0.14
닭가슴살부추무침,"후추, 검은후추, 가루 ",0.14
닭가슴살사과무침,"닭고기, 살코기, 생것",42.0
닭가슴살사과무침,"사과, 홍옥, 생것",21.0
닭가슴살사과무침,"땅콩, 볶은것",4.2
닭가슴살사과무침,"설탕, 백설탕",1.4
닭가슴살사과무침,"마요네즈, 전란",4.2
닭가슴살사과무침,레몬 과즙,1.4
(견과제외)닭가슴살부추무침,"닭고기, 살코기, 생것",42.0
(견과제외)닭가슴살부추무침,"부추, 재래종, 생것",21.0
(견과제외)닭가슴살부추무침,"파, 생것",7.0
(견과제외)닭가슴살부추무침,"간장, 재래",2.1
(견과제외)닭가슴살부추무침,"마늘, 깐마늘, 생것",1.4
(견과제외)닭가슴살부추무침,소금,0.14
(견과제외)닭가슴살부추무침,"후추, 검은후추, 가루 ",0.14
(견과제외)닭가슴살사과무침,"닭고기, 살코기, 생것",42.0
(견과제외)닭가슴살사과무침,"사과, 홍옥, 생것",21.0
(견과제외)닭가슴살사과무침,"설탕, 백설탕",1.4
(견과제외)닭가슴살사과무침,"마요네즈, 전란",4.2
(견과제외)닭가슴살사과무침,레몬 과즙,1.4
닭고기냉채,"닭고기, 살코기, 생것",42.0
닭고기냉채,"양파, 생것",7.0
닭고기냉채,"설탕, 백설탕",2.8
닭고기냉채,"겨자 페이스트, 연겨자, 겨자 가루 21%",1.4
닭고기냉채,"식초, 양조",2.8
닭고기냉채,"들깻잎, 생것",7.0
닭고기냉채,"오이, 취청, 생것",7.0
닭고기냉채,"파프리카, 노란색, 생것",7.0
닭고기냉채,"파프리카, 빨간색, 생것",7.0
닭고기냉채,"당근, 뿌리, 생것",7.0
(참깨제외)닭고기냉채,"닭고기, 살코기, 생것",42.0
(참깨제외)닭고기냉채,"양파, 생것",7.0
(참깨제외)닭고기냉채,"설탕, 백설탕",2.8
(참깨제외)닭고기냉채,"겨자 페이스트, 연겨자, 겨자 가루 21%",1.4
(참깨제외)닭고기냉채,"식초, 양조",2.8
(참깨제외)닭고기냉채,"오이, 취청, 생것",7.0
(참깨제외)닭고기냉채,"파프리카, 노란색, 생것",7.0
(참깨제외)닭고기냉채,"파프리카, 빨간색, 생것",7.0
(참깨제외)닭고기냉채,"당근, 뿌리, 생것",7.0
들깨오이무침,"오이, 취청, 생것",42.0
들깨오이무침,"양파, 생것",7.0
들깨오이무침,참기름,0.28
들깨오이무침,"간장, 개량, 양조",1.4
들깨오이무침,"들깨, 말린것",4.2
떡탕평채,녹두묵,28.0
떡탕평채,"멥쌀떡, 가래떡",14.0
떡탕평채,"달걀, 생것",14.0
떡탕평채,"간장, 개량, 양조",2.8
떡탕평채,"김, 참김, 말린것",0.7
떡탕평채,"소고기, 한우, 등심, 생것",11.2
떡탕평채,"숙주나물, 생것",7.0
떡탕평채,"오이, 취청, 생것",7.0
떡탕평채,참기름,0.7
떡탕평채,"파, 쪽파, 생것",2.8
브로콜리오징어무침,"오징어, 생것",42.0
브로콜리오징어무침,참기름,1.4
브로콜리오징어무침,"설탕, 백설탕",2.8
브로콜리오징어무침,"브로콜리, 생것",21.0
브로콜리오징어무침,초고추장,7.0
브로콜리오징어무침,"오이, 취청, 생것",14.0
브로콜리오징어무침,"당근, 뿌리, 생것",7.0
브로콜리오징어무침,"양파, 생것",7.0
(참깨제외)브로콜리오징어무침,"오징어, 생것",42.0
(참깨제외)브로콜리오징어무침,"설탕, 백설탕",2.8
(참깨제외)브로콜리오징어무침,"브로콜리, 생것",21.0
(참깨제외)브로콜리오징어무침,초고추장,7.0
(참깨제외)브로콜리오징어무침,"오이, 취청, 생것",14.0
(참깨제외)브로콜리오징어무침,"당근, 뿌리, 생것",7.0
(참깨제외)브로콜리오징어무침,"양파, 생것",7.0
비빔만두,"파, 대파, 생것",2.1
비빔만두,"당근, 뿌리, 생것",7.0
비빔만두,"양파, 생것",7.0
비빔만두,"오이, 취청, 생것",7.0
비빔만두,"숙주나물, 생것",14.0
비빔만두,초고추장,7.0
비빔만두,참기름,2.8
비빔만두,"돼지고기, 안심(안심살), 생것",35.0
비빔만두,"밀, 중력밀가루",14.0
비빔만두,두부,21.0
비빔만두,"달걀, 생것",14.0
비빔만두,유채씨기름,2.8
새우살들깨무침,"새우, 시바새우, 생것",56.0
새우살들깨무침,"간장, 개량, 양조",1.4
새우살들깨무침,참기름,0.28
새우살들깨무침,"들깨, 말린것",4.2
새우살채소깨무침,"새우, 시바새우, 생것",42.0
새우살채소깨무침,"당근, 뿌리, 생것",7.0
새우살채소깨무침,"오이, 취청, 생것",14.0
새우살채소깨무침,"양상추, 생것",14.0
새우살채소깨무침,"간장, 개량, 양조",1.4
새우살채소깨무침,참기름,0.14
새우살채소깨무침,"참깨, 검정깨, 말린것",2.8
소고기김무침,"소고기, 한우, 등심, 생것",42.0
소고기김무침,"간장, 개량, 양조",0.7
소고기김무침,"김, 참김, 말린것",2.8
소고기김무침,참기름,0.28
소고기김무침,"마늘, 깐마늘, 생것",0.28
소고기김무침,"참깨, 흰깨, 볶은것",0.28
소고기김무침,"파, 대파, 생것",2.8
오색묵무침,녹두묵,21.0
오색묵무침,"달걀, 생것",21.0
오색묵무침,"간장, 개량, 양조",2.8
오색묵무침,"김, 김밥용김, 말린것",1.4
오색묵무침,"소고기, 한우, 등심, 생것",21.0
오색묵무침,"당근, 뿌리, 생것",7.0
오색묵무침,"오이, 취청, 생것",14.0
오색묵무침,참기름,2.8
오색묵무침,"파, 쪽파, 생것",2.8
(달걀제외)오색묵무침,녹두묵,21.0
(달걀제외)오색묵무침,"파프리카, 노란색, 생것",10.0
(달걀제외)오색묵무침,"간장, 개량, 양조",2.8
(달걀제외)오색묵무침,"김, 김밥용김, 말린것",1.4
(달걀제외)오색묵무침,"소고기, 한우, 등심, 생것",21.0
(달걀제외)오색묵무침,"당근, 뿌리, 생것",7.0
(달걀제외)오색묵무침,"오이, 취청, 생것",14.0
(달걀제외)오색묵무침,참기름,2.8
(달걀제외)오색묵무침,"파, 쪽파, 생것",2.8
오징어무침,"오징어, 생것",42.0
오징어무침,참기름,1.4
오징어무침,"식초, 양조",2.8
오징어무침,"설탕, 백설탕",2.8
오징어무침,"고추장, 개량",7.0
오징어무침,"오이, 취청, 생것",21.0
오징어무침,"당근, 뿌리, 생것",7.0
오징어무침,"양파, 생것",7.0
(참깨제외)오징어무침,"오징어, 생것",42.0
(참깨제외)오징어무침,"식초, 양조",2.8
(참깨제외)오징어무침,"설탕, 백설탕",2.8
(참깨제외)오징어무침,"고추장, 개량",7.0
(참깨제외)오징어무침,"오이, 취청, 생것",21.0
(참깨제외)오징어무침,"당근, 뿌리, 생것",7.0
(참깨제외)오징어무침,"양파, 생것",7.0
탕평채무침,녹두묵,42.0
탕평채무침,"달걀, 생것",14.0
탕평채무침,"간장, 개량, 양조",4.2
탕평채무침,"김, 참김, 말린것",0.7
탕평채무침,"소고기, 한우, 등심, 생것",11.2
탕평채무침,"숙주나물, 생것",14.0
탕평채무침,"오이, 취청, 생것",14.0
탕평채무침,참기름,2.8
탕평채무침,"참깨, 흰깨, 볶은것",0.7
탕평채무침,"파, 쪽파, 생것",2.8
훈제오리냉채,"오리고기, 껍질 포함, 생것",35.0
훈제오리냉채,"양파, 생것",7.0
훈제오리냉채,"설탕, 백설탕",2.8
훈제오리냉채,"겨자 페이스트, 연겨자, 겨자 가루 21%",1.4
훈제오리냉채,"식초, 양조",2.8
훈제오리냉채,"들깻잎, 생것",4.2
훈제오리냉채,"오이, 취청, 생것",7.0
훈제오리냉채,"파프리카, 노란색, 생것",7.0
훈제오리냉채,"파프리카, 빨간색, 생것",7.0
훈제오리냉채,"당근, 뿌리, 생것",7.0
(참깨제외)훈제오리냉채,"오리고기, 껍질 포함, 생것",35.0
(참깨제외)훈제오리냉채,"양파, 생것",7.0
(참깨제외)훈제오리냉채,"설탕, 백설탕",2.8
(참깨제외)훈제오리냉채,"겨자 페이스트, 연겨자, 겨자 가루 21%",1.4
(참깨제외)훈제오리냉채,"식초, 양조",2.8
(참깨제외)훈제오리냉채,"상추, 적상추, 생것",4.2
(참깨제외)훈제오리냉채,"오이, 취청, 생것",7.0
(참깨제외)훈제오리냉채,"파프리카, 노란색, 생것",7.0
(참깨제외)훈제오리냉채,"파프리카, 빨간색, 생것",7.0
(참깨제외)훈제오리냉채,"당근, 뿌리, 생것",7.0
훈제오리무침,"오리고기, 껍질 포함, 생것",35.0
훈제오리무침,"양파, 생것",7.0
훈제오리무침,"설탕, 백설탕",1.4
훈제오리무침,"고춧가루, 가루",1.4
훈제오리무침,"고추장, 개량",2.8
훈제오리무침,"들깻잎, 생것",4.2
훈제오리무침,참기름,1.4
훈제오리무침,"오이, 취청, 생것",14.0
훈제오리무침,"양배추, 생것",14.0
훈제오리무침,"당근, 뿌리, 생것",7.0
(고춧가루제외)노각무침,"오이, 늙은오이, 생것",49.0
(고춧가루제외)노각무침,"간장, 재래",2.8
(고춧가루제외)노각무침,"파, 대파, 생것",2.1
(고춧가루제외)노각무침,참기름,0.28
(고춧가루제외)노각무침,"마늘, 깐마늘, 생것",0.28
(고춧가루제외)노각무침,"참깨, 흰깨, 볶은것",0.14
(고춧가루제외)도토리묵무침,도토리묵,56.0
(고춧가루제외)도토리묵무침,"파, 쪽파, 생것",2.1
(고춧가루제외)도토리묵무침,참기름,0.28
(고춧가루제외)도토리묵무침,"참깨, 흰깨, 볶은것",0.28
(고춧가루제외)도토리묵무침,"간장, 개량, 양조",2.8
(고춧가루제외)도토리묵무침,"당근, 뿌리, 생것",4.2
(고춧가루제외)도토리묵무침,"양파, 생것",4.2
(고춧가루제외)도토리묵무침,"오이, 취청, 생것",11.2
(고춧가루제외)도토리묵무침,"상추, 적상추, 생것",7.0
(고춧가루제외)부추사과무침,"부추, 재래종, 생것",28.0
(고춧가루제외)부추사과무침,"양파, 생것",7.0
(고춧가루제외)부추사과무침,"간장, 개량, 양조",2.8
(고춧가루제외)부추사과무침,"식초, 양조",2.8
(고춧가루제외)부추사과무침,"사과, 홍옥, 생것",21.0
(고춧가루제외)부추사과무침,"설탕, 백설탕",2.8
(고춧가루제외)부추사과무침,"당근, 뿌리, 생것",4.2
(고춧가루제외)부추사과무침,참기름,2.8
(고춧가루제외)상추겉절이,"상추, 적상추, 생것",49.0
(고춧가루제외)상추겉절이,"간장, 개량, 양조",2.8
(고춧가루제외)상추겉절이,"식초, 양조",2.8
(고춧가루제외)상추겉절이,"설탕, 백설탕",2.8
(고춧가루제외)상추겉절이,"파, 대파, 생것",2.1
(고춧가루제외)오이무침,"오이, 취청, 생것",49.0
(고춧가루제외)오이무침,"간장, 재래",2.8
(고춧가루제외)오이무침,참기름,0.28
(고춧가루제외)오이무침,"마늘, 깐마늘, 생것",0.28
(고춧가루제외)오이무침,"참깨, 흰깨, 볶은것",0.14
가지구이무침,"가지, 생것",42.0
가지구이무침,"피망, 빨간색, 생것",4.2
가지구이무침,"피망, 초록색, 생것",2.8
가지구이무침,유채씨기름,0.42
가지구이무침,참기름,0.7
가지구이무침,"간장, 개량, 양조",2.8
(참깨제외)가지구이무침,"가지, 생것",42.0
(참깨제외)가지구이무침,"피망, 빨간색, 생것",4.2
(참깨제외)가지구이무침,"피망, 초록색, 생것",2.8
(참깨제외)가지구이무침,유채씨기름,0.42
(참깨제외)가지구이무침,"간장, 개량, 양조",2.8
가지나물,"가지, 생것",49.0
가지나물,"마늘, 깐마늘, 생것",0.28
가지나물,"참깨, 흰깨, 볶은것",0.28
가지나물,"간장, 개량, 양조",2.8
가지나물,"파, 쪽파, 생것",2.1
가지나물,참기름,1.4
(참깨제외)가지나물,"가지, 생것",49.0
(참깨제외)가지나물,"마늘, 깐마늘, 생것",0.28
(참깨제외)가지나물,"간장, 재래",2.8
(참깨제외)가지나물,"파, 쪽파, 생것",2.1
가지나물무침,"가지, 생것",49.0
가지나물무침,"간장, 개량, 양조",1.4
가지나물무침,"고춧가루, 가루",0.14
가지나물무침,"파, 대파, 생것",1.4
가지나물무침,"마늘, 깐마늘, 생것",0.28
가지나물무침,"참깨, 흰깨, 볶은것",0.28
가지나물무침,참기름,0.28
(참깨제외)가지나물무침,"가지, 생것",49.0
(참깨제외)가지나물무침,"간장, 재래",1.4
(참깨제외)가지나물무침,"고춧가루, 가루",0.14
(참깨제외)가지나물무침,"파, 대파, 생것",1.4
(참깨제외)가지나물무침,"마늘, 깐마늘, 생것",0.28
가지들깨나물,"가지, 생것",49.0
가지들깨나물,"마늘, 깐마늘, 생것",0.28
가지들깨나물,"참깨, 흰깨, 볶은것",0.28
가지들깨나물,"간장, 개량, 양조",2.8
가지들깨나물,"파, 쪽파, 생것",2.1
가지들깨나물,"들깨, 말린것",2.8
가지들깨나물,참기름,1.4
가지무침,"가지, 생것",49.0
가지무침,"파, 대파, 생것",2.1
가지무침,"간장, 재래",0.7
가지무침,참기름,0.28
가지무침,"마늘, 깐마늘, 생것",0.28
가지무침,"참깨, 흰깨, 볶은것",0.28
(참깨제외)가지무침,"가지, 생것",49.0
(참깨제외)가지무침,"파, 대파, 생것",2.1
(참깨제외)가지무침,"간장, 재래",1.5
(참깨제외)가지무침,"마늘, 깐마늘, 생것",0.28
가지양념무침,"가지, 생것",49.0
가지양념무침,"고춧가루, 가루",0.28
가지양념무침,"파, 대파, 생것",2.1
가지양념무침,"간장, 재래",0.7
가지양념무침,참기름,0.28
가지양념무침,"마늘, 깐마늘, 생것",0.28
가지양념무침,"참깨, 흰깨, 볶은것",0.28
(참깨제외)가지양념무침,"가지, 생것",49.0
(참깨제외)가지양념무침,"고춧가루, 가루",0.28
(참깨제외)가지양념무침,"파, 대파, 생것",2.1
(참깨제외)가지양념무침,"간장, 재래",1.5
(참깨제외)가지양념무침,"마늘, 깐마늘, 생것",0.28
감자건포도샐러드,"감자, 대지, 생것",35.0
감자건포도샐러드,"당근, 뿌리, 생것",7.0
감자건포도샐러드,"포도, 건포도",9.8
감자건포도샐러드,"마요네즈, 전란",7.0
감자샐러드,"감자, 대지, 생것",35.0
감자샐러드,"오이, 취청, 생것",14.0
감자샐러드,"당근, 뿌리, 생것",7.0
감자샐러드,"마요네즈, 전란",7.0
감자채요거트샐러드,"감자, 대지, 생것",49.0
감자채요거트샐러드,"요구르트, 호상, 플레인",14.0
감자채요거트샐러드,"포도, 건포도",7.0
(우유제외)감자채마요샐러드,"감자, 대지, 생것",49.0
(우유제외)감자채마요샐러드,"마요네즈, 전란",7.0
(우유제외)감자채마요샐러드,"포도, 건포도",7.0
건파래무침,"파래, 말린것",7.0
건파래무침,"무, 조선무, 생것",9.8
건파래무침,"식초, 양조",1.4
건파래무침,"간장, 재래",0.7
건파래무침,"마늘, 깐마늘, 생것",0.28
건파래무침,"설탕, 백설탕",0.14
건파래무침,"깨소금, 가루, 볶은것",0.28
(참깨제외)건파래무침,"파래, 말린것",7.0
(참깨제외)건파래무침,"무, 조선무, 생것",9.8
(참깨제외)건파래무침,"식초, 양조",1.4
(참깨제외)건파래무침,"간장, 재래",1.5
(참깨제외)건파래무침,"마늘, 깐마늘, 생것",0.28
(참깨제외)건파래무침,"설탕, 백설탕",0.14
겨울초된장무침,"유채, 잎, 생것",49.0
겨울초된장무침,참기름,2.8
겨울초된장무침,"된장, 개량",2.8
겨울초된장무침,"참깨, 검정깨, 말린것",2.8
견과류고구마범벅,"호두, 말린것",4.2
견과류고구마범벅,"아몬드, 말린것",4.2
견과류고구마범벅,"캐슈넛, 조미, 볶은것",4.2
견과류고구마범벅,"고구마, 분질(밤) 고구마, 생것",49.0
견과류고구마범벅,"마요네즈, 전란",7.0
견과류고구마범벅,"치즈, 체다",21.0
(우유제외)견과류고구마범벅,"호두, 말린것",4.2
(우유제외)견과류고구마범벅,"아몬드, 말린것",4.2
(우유제외)견과류고구마범벅,"캐슈넛, 조미, 볶은것",4.2
(우유제외)견과류고구마범벅,"고구마, 분질(밤) 고구마, 생것",49.0
(우유제외)견과류고구마범벅,"마요네즈, 전란",7.0
견과류시금치무침,"시금치, 생것",49.0
견과류시금치무침,"간장, 재래",0.7
견과류시금치무침,"땅콩, 볶은것",1.4
견과류시금치무침,"아몬드, 볶은것",1.4
견과류시금치무침,"호두, 볶은것",1.4
견과류시금치무침,참기름,0.28
견과류시금치무침,"참깨, 흰깨, 볶은것",0.28
견과류시금치무침,"파, 대파, 생것",2.8
고구마범벅,"고구마, 분질(밤) 고구마, 생것",49.0
고구마범벅,"마요네즈, 전란",7.0
고구마범벅,"치즈, 체다",21.0
(우유제외)고구마범벅,"고구마, 분질(밤) 고구마, 생것",49.0
(우유제외)고구마범벅,"마요네즈, 전란",7.0
고구마샐러드,"고구마, 분질(밤) 고구마, 생것",42.0
고구마샐러드,"마요네즈, 전란",7.0
고구마샐러드,"포도, 건포도",9.8
고구마샐러드(마요네즈),"고구마, 분질(밤) 고구마, 생것",42.0
고구마샐러드(마요네즈),"마요네즈, 전란",7.0
고구마샐러드(마요네즈),"파프리카, 노란색, 생것",7.0
고구마샐러드(마요네즈),"파프리카, 빨간색, 생것",7.0
고구마순나물,"고구마, 줄기, 생것",49.0
고구마순나물,"간장, 개량, 양조",0.7
고구마순나물,유채씨기름,2.8
고구마순나물,"파, 쪽파, 생것",2.8
고구마순된장무침,"고구마, 줄기, 생것",49.0
고구마순된장무침,"된장, 개량",2.52
고구마순된장무침,"파, 대파, 생것",2.1
고구마순된장무침,참기름,0.28
고구마순된장무침,"마늘, 깐마늘, 생것",0.28
고구마순들깨나물,"고구마, 줄기, 생것",49.0
고구마순들깨나물,"들깨, 말린것",4.2
고구마순들깨나물,"간장, 재래",0.7
고구마순들깨나물,"파, 대파, 생것",2.1
고구마순들깨나물,"마늘, 깐마늘, 생것",0.28
고구마순들깨나물,참기름,0.28
고구마스틱,"고구마, 분질(밤) 고구마, 생것",49.0
고사리나물,"고사리, 생것",49.0
고사리나물,"파, 대파, 생것",2.1
고사리나물,"마늘, 깐마늘, 생것",0.28
고사리나물,"간장, 개량, 양조",0.7
고사리나물,참기름,2.1
고사리나물,"참깨, 흰깨, 볶은것",2.8
(참깨제외)고사리나물,"고사리, 생것",49.0
(참깨제외)고사리나물,"파, 대파, 생것",2.1
(참깨제외)고사리나물,"마늘, 깐마늘, 생것",0.28
(참깨제외)고사리나물,"간장, 재래",0.7
(참깨제외)고사리나물,유채씨기름,2.1
고사리들깨나물,"고사리, 생것",49.0
고사리들깨나물,"들깨, 말린것",4.2
고사리들깨나물,"간장, 개량, 양조",0.7
고사리들깨나물,"참깨, 흰깨, 볶은것",0.28
고사리들깨나물,참기름,2.8
고사리들깨볶음,"고사리, 생것",49.0
고사리들깨볶음,"들깨, 말린것",4.2
고사리들깨볶음,"간장, 개량, 양조",0.7
