0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,allergy
율무밥,매콤애호박국,감자채전,고구마밥,실파달걀국,도토리묵채소무침,연근채소전,백김치,파인애플새우볶음밥,감자탕,소고기짜장볶음,매생이육전,총각김치,쌀밥,애호박젓국,두부양념조림,쌀밥,달래된장국,불고기,도토리묵채소무침,백김치,파인애플새우볶음밥,감자양파국,진미채무침,empty,백김치,난류
밤콩밥,애호박새우젓국,팽이버섯달걀전,일본식소고기덮밥(규동),두부전골,매콤콩나물무침,느타리버섯나물,나박김치,율무밥,미역만두국,건새우애호박볶음,깻잎감자전,비트초절이,검정콩밥,참치미역국,건새우애호박볶음,일본식소고기덮밥(규동),두부맑은국,아몬드진미채볶음,empty,백김치,율무밥,콩나물국,간장닭갈비,오이무침,백김치,밀
밤콩밥,미역만두국,검정콩호두조림,취나물표고영양밥,아욱우렁된장국,매콤콩나물무침,배무생채,비트초절이,찹쌀밥,소고기국,느타리버섯나물,empty,나박김치,차조밥,들깨무국,잔멸치볶음,쌀밥,부추맑은국,오리불고기,단호박조림,백김치,찹쌀밥,소고기국,채소달걀말이,느타리버섯나물,나박김치,"밀,대두,땅콩+견과류"
팥밥,만두국,미트볼피망조림,브로콜리채소볶음밥,다시마감자국,뼈없는닭갈비,토마토치즈샐러드,비트초절이,밤콩밥,모듬버섯찌개,두부잡채,우엉채곤약조림,오이소박이김치,쌀밥,곰국,닭피망볶음,브로콜리채소볶음밥,감자양파국,달걀찜(40g),empty,배추김치,기장밥,버섯채소전골,메추리알장조림,오이무침,배추김치,"우유,밀,대두"
찹쌀밥,어탕국수,애호박나물,옥수수밥,팥죽,애호박볶음,표고버섯간장볶음,나박김치,새우크림스파게티,empty,다시마감자채전,양념가지찜,단무지무침,쌀밥,유부맑은국,애호박건새우볶음,옥수수밥,미역국,닭감자조림,가지무침,배추김치,베이컨김치볶음밥,달걀국,empty,연두부찜,깍두기,우유
밤콩밥,만두국,팽이버섯부추나물,닭살카레감자밥+양념장,유부김치국,느타리버섯나물,팽이버섯나물,비트초절이,밤밥,바지락된장국,햄참치채소전,마늘쫑무침,열무김치,쌀밥,부추맑은국,돼지고기장조림,미나리불고기덮밥,모듬버섯국,empty,오이무침,배추김치,김치영양밥,바지락살무국,empty,마늘쫑무침,배추김치,"난류,우유,대두,땅콩+견과류"
밤찹쌀팥밥,달래맑은국,새우살달걀찜,찹쌀밥,건새우시금치국,닭다리살장조림,다시마감자채전,열무김치,찹쌀팥밥,순두부찌개,훈제오리단호박볶음,파프리카유자청무침,깍두기,쌀밥,시금치맑은국,새우살달걀찜,쌀밥,아욱맑은국,닭다리살장조림,감자채볶음,배추김치,쌀밥,들깨수제비,훈제오리단호박볶음,파프리카유자청무침,깍두기,"대두,땅콩+견과류"
밤찹쌀팥밥,콩나물국,알감자조림,흑미밥,두부감자국,소고기토마토조림,청경채초무침,갓김치,소고기카레라이스,모듬버섯국,새우살크림소스볶음,닭가슴살샐러드(머스타드소스),석박지,소고기무밥+양념장,콩나물국,알감자조림,흑미밥,두부맑은국,소고기토마토조림,청경채무침,깍두기,양배추밥+양념장,버섯맑은국,양상추샐러드,empty,깍두기,"우유,땅콩+견과류"
고구마밥,팥죽,장산적조림,율무밥,새우맑은국,해물김치전,양배추샐러드(참깨드레싱),나박김치,파인애플새우볶음밥,실파달걀국,돼지고기강정+소스,토마토치즈샐러드,총각김치,쌀밥,들깨무국,소고기장조림,율무밥,홍합살미역국,고등어구이,오이파프리카무침,나박김치,파인애플새우볶음밥,실파달걀국,empty,토마토치즈샐러드,총각김치,"밀,대두"
옥수수밥,떡만두국,건새우애호박볶음,돼지고기잡채덮밥,실파맑은국,군만두,파프리카유자청무침,비트초절이,수수밥,맑은양배추국,소고기버섯불고기,가지양념찜,깍두기,옥수수밥,새우맑은국,달걀찜(40g),돼지고기잡채덮밥,실파맑은국,도토리묵무침,empty,비트초절이,수수밥,맑은양배추국,소고기버섯불고기,가지나물,깍두기,"밀,대두"
수수밥,만두국,애호박건새우볶음,해물볶음밥,크림스프,채소크로켓,느타리버섯나물,오이피클,찹쌀밥,팥죽,우엉채곤약조림,팽이버섯나물,비트초절이,수수밥,만두국,애호박건새우볶음,해물볶음밥,맑은닭개장,느타리버섯나물,empty,오이피클,찹쌀밥,아욱국,돼지불고기,콩나물무침,깍두기,우유
잡곡밥,배추맑은국,시금치달걀찜,가지채소볶음밥,채소스프,웨지감자,푸실리샐러드(토마토소스),비트초절이,밤찹쌀팥밥,콩나물육개장,주꾸미채소볶음,취나물무침,파김치,수수밥,배추맑은국,소고기채소볶음,미니칼국수,S후리가케주먹밥,파프리카유자청무침,empty,배추김치,새우간장덮밥,무국,진미채간장조림,empty,배추김치,"난류,우유,대두,땅콩+견과류"
찹쌀현미밥,바지락파래국,두부잡채,일본식소고기덮밥(규동),맑은애호박국,돼지고기강정+소스,감자샐러드,열무김치,옥수수밥,매콤애호박국,순살닭볶음탕,참나물볶음,갓김치,쌀밥,바지락파래국,잡채,일본식소고기덮밥(규동),맑은애호박국,empty,연두부찜,배추김치,옥수수밥,콩나물국,순살닭볶음탕,참나물볶음,깍두기,"난류,땅콩+견과류"
밤찹쌀팥밥,두부감자국,알감자조림,흑미밥,모듬버섯국,소고기토마토조림,청경채초무침,열무물김치,소고기카레라이스,콩나물국,새우살크림소스볶음,얼갈이무침,석박지,쌀밥,두부맑은국,알감자조림,흑미밥,모듬버섯국,소고기토마토조림,청경채초무침,나박김치,오징어김치볶음밥,콩나물국,연두부찜,empty,백김치,"난류,우유,땅콩+견과류"
찹쌀밥,맑은순두부국,애호박건새우볶음,열무보리비빔밥,강된장,조기구이,empty,총각김치,팥밥,만두국,돼지고기김치볶음,느타리버섯나물,오이소박이김치,찹쌀밥,들깨순두부백탕,애호박건새우볶음,쌀밥,미역국,삼치구이,감자조림,배추김치,팥밥,김치국,돼지고기채소볶음,느타리버섯나물,깍두기,"난류,밀"
찹쌀밥,두부전골,가지양념찜,옥수수밥,느타리버섯국,두부채소굴소스볶음,감자그라탕,나박김치,크림소스스파게티,empty,파프리카유자청무침,무말랭이,열무물김치,쌀밥,닭곰탕,가지양념찜,옥수수밥,느타리버섯국,새우달걀말이,시금치나물,나박김치,소고기부추볶음밥,애호박맑은국,파프리카유자청무침,empty,배추김치,"우유,밀,대두"
밤밥,만두국,느타리버섯나물,닭살카레감자밥+양념장,바지락된장국,팽이버섯부추나물,고구마순된장무침,비트초절이,밤콩밥,유부김치국,햄참치채소전,마늘쫑무침,열무김치,채소비빔밥,아욱장국,느타리버섯볶음,새우살볶음밥,바지락맑은국,부추나물,empty,백김치,콩밥,유부김치국,닭살파프리카볶음,고구마순나물,깍두기,"난류,우유,땅콩+견과류"
수수밥,감자미역국,소고기우엉조림,새우크림스파게티,empty,채소크로켓,참외샐러드,비트초절이,흑미밥,두부전골,삼치살데리야끼조림,팽이버섯나물,깍두기,수수밥,감자미역국,우엉조림,소불고기덮밥,팽이버섯맑은국,메추리알케첩조림,empty,배추김치,흑미밥,북어무국,오리불고기,부추무침,깍두기,"우유,밀,대두,땅콩+견과류"
밤밥,매생이국,옥수수달걀찜,방울토마토새우볶음밥,유부쑥갓맑은국,고구마맛탕,바나나사과키위샐러드,비트초절이,완두콩밥,버섯찌개,순살간장닭갈비,모듬버섯전,오이소박이김치,쌀밥,미역국,옥수수달걀찜,방울토마토새우볶음밥,시금치맑은국,고구마맛탕,empty,깍두기,쌀밥,버섯맑은국,순살간장닭갈비,오이나물,배추김치,"우유,밀,대두,땅콩+견과류"
밤찹쌀팥밥,두부감자국,알감자조림,흑미밥,모듬버섯국,소고기토마토조림,청경채초무침,열무물김치,소고기카레라이스,콩나물국,새우살크림소스볶음,얼갈이무침,석박지,쌀밥,두부된장국,알감자조림,흑미밥,모듬버섯국,소고기토마토조림,청경채나물,깍두기,참치채소비빔밥,얼갈이맑은국,콩나물무침,empty,깍두기,"우유,땅콩+견과류"
찹쌀현미밥,매콤애호박국,참나물볶음,일본식소고기덮밥(규동),바지락파래국,두부잡채,돼지고기강정+소스,열무김치,옥수수밥,맑은애호박국,순살닭볶음탕,empty,갓김치,쌀밥,애호박젓국,새우살볶음,일본식소고기덮밥(규동),바지락맑은국,진미채무침,empty,배추김치,옥수수밥,부추맑은국,순살닭볶음탕,참나물무침,배추김치,"난류,대두,땅콩+견과류"
팥밥,버섯부추국,매콤주꾸미볶음,찹쌀밥,표고버섯탕,더덕사과무침,애호박생선살찜,나박김치,파프리카유부초밥,만두국,견과류고구마범벅,매콤콩나물무침,열무물김치,팥밥,부추맑은국,주꾸미볶음,쌀밥,표고버섯탕,애호박생선살찜,상추사과무침,깍두기,파프리카유부초밥,바지락살무국,매콤콩나물무침,empty,나박김치,"우유,밀,땅콩+견과류"
고구마밥,조랭이떡미역국,건새우애호박볶음,소고기가지덮밥,애호박맑은국,채소크로켓,과일땅콩샐러드,나박김치,밤콩밥,만두국,empty,우엉채곤약조림,열무물김치,고구마밥,조랭이떡미역국,건새우애호박볶음,소고기가지덮밥,버섯맑은국,연근간장조림,empty,나박김치,차조밥,바지락살무국,채소달걀말이,우엉채곤약조림,배추김치,"우유,대두,땅콩+견과류"
율무밥,달래맑은국,소고기사태장조림,마파두부밥,맑은가쓰오부시장국,순살된장닭볶음,애호박콩가루볶음,비트초절이,밤밥,버섯개장,소고기토마토조림,무말랭이,백김치,율무밥,달래맑은국,소고기사태장조림,미나리불고기덮밥,당근스프,토마토두부샐러드,empty,배추김치,멸치파래주먹밥,버섯개장,달걀찜(40g),empty,백김치,"밀,땅콩+견과류"
수수밥,늙은호박국,감자어묵볶음,돼지고기카레라이스,아욱된장국,취나물된장무침,모듬버섯전,오이피클,콩밥,채소스프,주꾸미볶음,다시마튀각,총각김치,수수밥,늙은호박국,감자어묵볶음,새우살볶음밥,아욱된장국,감자당근채볶음,empty,배추김치,콩밥,감자채맑은국,주꾸미볶음,도토리묵무침,깍두기,"난류,우유"
고구마밥,조갯살미역국,소불고기,쌀밥,미니새우튀김우동,오리훈제채소구이,마늘쫑무침,비트초절이,밤밥,연두부된장찌개,고등어살카레구이,깻잎나물무침,오이소박이김치,고구마밥,조갯살미역국,소불고기,쌀밥,유부맑은국,오리훈제채소구이,마늘쫑무침,배추김치,닭살옥수수볶음밥,미소장국,흰살생선전,empty,깍두기,땅콩+견과류
고구마밥,맑은애호박국,메추리알고구마조림,감자밥,매콤애호박국,순살간장닭갈비,empty,열무김치,찹쌀밥,어묵맑은국,장산적조림,얼갈이나물,비트초절이,쌀밥,맑은애호박국,메추리알고구마조림,쌀밥,감자양파국,순살간장닭갈비,열무나물,배추김치,찹쌀밥,어묵맑은국,소불고기,얼갈이나물,배추김치,땅콩+견과류
율무밥,팥죽,장산적조림,고구마밥,실파달걀국,도토리묵채소무침,토마토치즈샐러드,나박김치,파인애플새우볶음밥,새우맑은국,양배추샐러드(참깨드레싱),해물김치전,백김치,율무밥,들깨탕,닭안심애호박찜,쌀밥,버섯맑은국,소불고기,도토리묵채소무침,나박김치,파인애플새우볶음밥,조갯살맑은국,empty,진미채무침,배추김치,"난류,우유,밀,대두,땅콩+견과류"
찹쌀현미밥,청국장찌개,아욱건새우전,소고기가지덮밥,두부전골,애호박생선살찜,마카로니콘샐러드,열무물김치,밤콩밥,김치두부찌개,매콤주꾸미볶음,우엉채곤약조림,깍두기,쌀밥,애호박된장국,닭가슴살채소볶음,소고기가지덮밥,두부맑은국,empty,열무나물,백김치,콩밥,김치국,주꾸미볶음,우엉채조림,깍두기,"난류,우유"
율무밥,두부미역국,닭애호박찜,고구마표고버섯밥,부추달걀국,돈까스,양배추채무침,비트초절이,율무밥,달래맑은국,소고기장똑똑이,쌈채소,열무물김치,율무밥,두부미역국,닭애호박찜,고구마표고버섯밥,부추바지락국,양배추볶음,empty,깍두기,쌀밥,달래맑은국,소고기장똑똑이,쌈채소,배추김치,난류
수수밥,팥죽,메추리알고구마조림,가지채소볶음밥,배추된장국,해물김치전,미나리초무침,열무물김치,밤찹쌀팥밥,감자탕,닭고기냉채,두부잡채,파김치,수수밥,버섯맑은국,닭가슴살간장조림,가지채소볶음밥,부추들깨국,오이달래무침,empty,배추김치,쌀밥,감자양파국,돼지갈비찜,쌈채소,깍두기,"난류,밀,땅콩+견과류"
고구마밥,조갯살미역국,소불고기,쌀밥,미니새우튀김우동,오리훈제채소구이,마늘쫑무침,비트초절이,밤밥,연두부된장찌개,고등어살카레구이,깻잎나물무침,오이소박이김치,고구마밥,조갯살미역국,소불고기,쌀밥,버섯채소전골,오리훈제채소구이,마늘쫑무침,배추김치,닭가슴살채소볶음밥,배추맑은국,고구마맛탕,empty,백김치,"우유,대두,땅콩+견과류"
밤콩밥,감자국,메추리알고구마조림,가지채소볶음밥,아욱맑은국,감자버터구이,열무볶음,깍두기,밤찹쌀팥밥,감자탕,닭살양배추볶음,해물김치전,오이소박이김치,쌀밥,감자국,닭살고구마조림,가지채소볶음밥,아욱맑은국,감자튀김,empty,깍두기,쌀밥,조갯살부추국,돼지고기양배추볶음,오이무침,깍두기,"난류,우유,밀,대두,땅콩+견과류"
찹쌀밥,팥죽,돼지고기강정+소스,율무밥,실파달걀국,도토리묵채소무침,장산적조림,깍두기,고구마밥,모시조개국,브로콜리나물,순살닭볶음탕,단무지,쌀밥,달걀국,멸치조림,율무밥,도토리묵냉국,불고기,브로콜리나물,배추김치,쌀밥,조갯살맑은국,순살닭볶음탕,양배추나물,깍두기,"대두,땅콩+견과류"
율무밥,매콤애호박국,감자채전,고구마밥,실파달걀국,도토리묵채소무침,연근채소전,백김치,파인애플새우볶음밥,감자탕,소고기짜장볶음,매생이육전,총각김치,율무밥,애호박된장국,연두부+양념장,쌀밥,맑은가쓰오부시장국,불고기,도토리묵채소무침,백김치,짜장덮밥,감자양파국,진미채간장조림,empty,백김치,난류
옥수수밥,감자국,브로콜리견과류볶음,소고기주먹밥,토마토감자국,얼갈이나물,해물완자전,비트초절이,완두콩밥,유부장국,돼지고기구이,취나물된장무침,단무지,옥수수밥,감자국,멸치볶음,쌀밥,동태맑은국,간장닭갈비,얼갈이나물,배추김치,돼지불고기덮밥,도토리묵냉국,empty,양배추나물,깍두기,"난류,밀,대두"
밤콩밥,애호박새우젓국,팽이버섯달걀전,일본식소고기덮밥(규동),두부전골,매콤콩나물무침,느타리버섯나물,나박김치,율무밥,미역만두국,건새우애호박볶음,깻잎감자전,비트초절이,쌀밥,애호박맑은국,참치양파볶음,채소볶음밥,유부맑은국,메추리알장조림,empty,배추김치,율무밥,콩나물국,돼지불고기,상추무침,깍두기,밀
찹쌀밥,미역만두국,느타리버섯나물,일본식소고기덮밥(규동),느타리버섯국,배무생채,단호박달걀찜,깍두기,밤찹쌀팥밥,애호박새우젓국,머윗대들깨나물,얼갈이무침,열무김치,찹쌀밥,무국,가자미조림,쌀밥,콩나물국,소고기채소볶음,배추나물,깍두기,버섯영양밥+양념장,새우맑은국,메추리알장조림,empty,배추김치,"우유,밀,땅콩+견과류"
밤콩밥,미역만두국,검정콩호두조림,취나물표고영양밥,아욱우렁된장국,매콤콩나물무침,배무생채,비트초절이,찹쌀밥,소고기국,느타리버섯나물,empty,나박김치,쌀밥,들깨무국,멸치볶음,닭영양밥,미역국,돼지고기장조림,부추나물,배추김치,찹쌀밥,소고기국,채소달걀찜,느타리버섯나물,백김치,"밀,대두,땅콩+견과류"
콩밥,감자옹심이국,채소달걀찜,일본식소고기덮밥(규동),느타리버섯국,양상추샐러드,empty,얼갈이배추김치,찹쌀밥,두부전골,닭살찹스테이크,가지양념무침,깍두기,쌀밥,감자양파국,고등어구이,소고기채소볶음밥,버섯맑은국,도토리묵무침,empty,배추김치,찹쌀밥,쑥갓맑은국,건새우볶음,가지나물,배추김치,"난류,밀,대두"
고구마밥,어묵맑은국,장산적조림,불고기채소비빔밥,맑은애호박국,메추리알고구마조림,콘채소샐러드,비트초절이,감자밥,팽이장국,순살간장닭갈비,모듬쌈,오이소박이김치,고구마밥,조갯살부추맑은국,empty,쌀밥,애호박맑은국,오리불고기,양배추유자청샐러드,깍두기,쌀밥,쑥갓맑은국,돼지갈비찜,상추겉절이,깍두기,"난류,밀,대두,땅콩+견과류"
브로콜리채소볶음밥,느타리버섯국,건새우애호박볶음,밤찹쌀팥밥,조랭이떡미역국,애호박건새우볶음,empty,깍두기,팥밥,만두국,채소크로켓,empty,나박김치,쌀밥,버섯맑은국,새우채소볶음,소고기양배추덮밥,미역국,잔멸치볶음,empty,배추김치,율무밥,북어국,돼지불고기,부추나물,배추김치,"밀,대두,땅콩+견과류"
팥밥,만두국,미트볼피망조림,브로콜리채소볶음밥,다시마감자국,뼈없는닭갈비,토마토치즈샐러드,비트초절이,밤콩밥,모듬버섯찌개,두부잡채,우엉채곤약조림,오이소박이김치,쌀밥,애호박맑은국,달걀말이,쌀밥,감자국,닭갈비,깻잎나물,배추김치,쌀밥,들깨버섯국,불고기,양배추나물,깍두기,"우유,밀,대두"
소고기김주먹밥,당근스프,마카로니콘샐러드,옥수수밥,바지락국,주꾸미채소간장볶음,고구마순된장무침,총각김치,찹쌀밥,만두닭개장,오징어초무침,무말랭이,얼갈이배추김치,불고기주먹밥,바지락맑은국,배추김치,옥수수밥,순두부국,참치채소볶음,고사리나물,배추김치,찹쌀밥,오징어국,달걀말이,건파래자반,배추김치,"우유,밀"
찹쌀밥,어탕국수,애호박나물,옥수수밥,팥죽,애호박볶음,표고버섯간장볶음,나박김치,새우크림스파게티,empty,다시마감자채전,양념가지찜,단무지무침,찹쌀밥,어묵국,애호박나물,옥수수밥,무국,돼지불고기,취나물무침,배추김치,소보로덮밥,시금치된장국,도토리묵무침,empty,배추김치,우유
밤콩밥,만두국,팽이버섯부추나물,닭살카레감자밥+양념장,유부김치국,느타리버섯나물,팽이버섯나물,비트초절이,밤밥,바지락된장국,햄참치채소전,마늘쫑무침,열무김치,쌀밥,수제비국,삼치조림,미나리불고기덮밥,버섯맑은국,감자채볶음,empty,배추김치,수수밥,무국,닭갈비구이,청경채나물,배추김치,"난류,우유,대두,땅콩+견과류"
옥수수밥,느타리버섯맑은국,콩자반,찹쌀밥,김치맑은국,주꾸미채소간장볶음,삼색나물,나박김치,새우크림스파게티,empty,시금치프리타타,연근사과샐러드,비트초절이,옥수수밥,미역국,강낭콩조림,찹쌀밥,버섯맑은국,돼지불고기,삼색나물,나박김치,쌀밥,북어국,두부간장조림,브로콜리나물,배추김치,"난류,우유,밀"
밤찹쌀팥밥,달래맑은국,새우살달걀찜,찹쌀밥,건새우시금치국,닭다리살장조림,다시마감자채전,열무김치,찹쌀팥밥,순두부찌개,훈제오리단호박볶음,파프리카유자청무침,깍두기,찹쌀밥,새우맑은국,달걀찜(40g),쌀밥,아욱맑은국,닭다리살장조림,감자채볶음,배추김치,쌀밥,들깨수제비,훈제오리단호박찜,파프리카유자청무침,깍두기,"대두,땅콩+견과류"
밤콩밥,새알미역국,느타리버섯무침,쌀밥,두부대합탕국,두부채소굴소스볶음,애호박볶음,깍두기,소고기가지덮밥,표고버섯탕,연근흑임자샐러드,empty,나박김치,꼬마김밥,미역국,팽이버섯무침,쌀밥,안매운김치국,순살찜닭,애호박볶음,깍두기,소고기가지덮밥,미역국,연근조림,empty,배추김치,"난류,대두"
밤찹쌀팥밥,콩나물국,알감자조림,흑미밥,두부감자국,소고기토마토조림,청경채초무침,갓김치,소고기카레라이스,모듬버섯국,새우살크림소스볶음,닭가슴살샐러드(머스타드소스),석박지,소고기무밥+양념장,콩나물국,감자조림,흑미밥,감자양파국,두부조림,청경채나물,배추김치,쌀밥,버섯맑은국,돼지고기채소볶음,오이나물,배추김치,"우유,땅콩+견과류"
옥수수밥,느타리버섯국,양배추달걀말이,돼지고기양배추덮밥,호박맑은국,주꾸미채소간장볶음,empty,비트초절이,찹쌀밥,두부전골,치즈닭갈비,건새우애호박볶음,나박김치,옥수수밥,황태국,삼치구이,소고기양배추덮밥,팽이버섯맑은국,empty,건파래자반,배추김치,쌀밥,감자애호박국,오리불고기,부추나물,배추김치,"난류,우유,밀,대두"
밤찹쌀팥밥,감자채맑은국,치즈달걀말이,고구마밥,조갯살순두부맑은국,돼지고기편육,양배추쌈,총각김치,취나물표고영양밥,실파콩나물국,다시마감자채전,브로콜리된장무침,나박김치,찹쌀밥,근대된장국,감자채볶음,쌀밥,순두부백탕,흰살생선전,시금치나물,배추김치,쌀밥,콩나물국,너비아니구이,브로콜리된장무침,배추김치,우유
방울토마토새우볶음밥,배추국,고구마맛탕,밤밥,버섯찌개,모듬버섯전,맛살달걀찜,비트초절이,완두콩밥,팥죽,애호박볶음,순살간장닭갈비,오이소박이김치,잔치국수,쌀밥,백김치,마파두부덮밥,유부맑은국,진미채무침,empty,깍두기,쌀밥,아욱된장국,순살간장닭갈비,empty,배추김치,"난류,땅콩+견과류"
고구마밥,소고기국,두부케첩조림,밤찹쌀팥밥,소갈비탕,단호박해물찜,애호박양파볶음,깍두기,찹쌀팥밥,수제비아욱국,돼지고기찹쌀구이,시래기된장무침,열무김치,쌀밥,소고기떡국,브로콜리나물,쌀밥,달걀국,고등어무조림,애호박볶음,배추김치,쌀밥,팽이버섯맑은국,돼지고기찹쌀구이,열무나물,배추김치,대두
고구마밥,매생이두부국,고등어살카레구이,일본식소고기덮밥(규동),미니새우튀김우동,옥수수채소튀김,콘샐러드(올리브유드레싱),오이피클,밤밥,모듬버섯찌개,매콤낙지채소볶음,사과오렌지샐러드(요거트드레싱),오이소박이김치,쌀밥,순두부국,단호박조림,쌀밥,온도토리묵국,새우채소볶음,무나물,배추김치,쌀밥,콩나물국,소갈비찜,김자반,배추김치,"난류,우유,땅콩+견과류"
소고기무밥+양념장,당근스프,모듬버섯전,차조밥,콩가루열무된장국,돌나물흑임자샐러드,단배추멸치조림,깍두기,찹쌀밥,홍합무국,고구마샐러드,empty,열무물김치,쌀밥,북어국,메추리알장조림,차조밥,들깨무국,돼지갈비찜,애호박나물,배추김치,찹쌀밥,미역국,불고기,시금치나물,배추김치,"우유,밀,대두"
찹쌀밥,미역만두국,달걀찜(40g),돼지고기양배추덮밥,감자달걀국,고구마튀김,사과샐러드(발사믹드레싱),비트초절이,밤콩밥,만두닭개장,돼지고기사태찜,가지무침,나박김치,쌀밥,콩가루배추국,김구이,돼지고기양배추덮밥,아욱된장국,감자채볶음,empty,배추김치,쌀밥,미역국,고등어구이,오이나물,배추김치,"난류,우유,땅콩+견과류"
밤찹쌀팥밥,감자채맑은국,팽이버섯달걀전,돼지고기카레라이스,다시마감자국,오이볶음,마카로니채소샐러드,단무지무침,고구마밥,목살김치국,닭다리살장조림,매콤숙주오이무침,나박김치,쌀밥,감자양파국,메추리알장조림,쌀밥,무국,채소달걀찜,잔멸치볶음,배추김치,쌀밥,버섯맑은국,닭살구이,오이나물,배추김치,"우유,밀,대두,땅콩+견과류"
밤밥,무채양파국,감자어묵볶음,새우크림스파게티,맑은장국,닭다리살튀김,오이토마토샐러드(발사믹드레싱),비트초절이,완두콩밥,버섯찌개,삼치살데리야끼조림,애호박볶음,총각김치,쌀밥,무국,어묵볶음,안매운김치볶음밥,달걀국,empty,모듬버섯나물,깍두기,쌀밥,버섯맑은국,삼치데리야끼구이,애호박나물,배추김치,"우유,땅콩+견과류"
돼지고기카레라이스,다시마감자국,매콤숙주오이무침,고구마밥,목살김치국,오이볶음,닭다리살장조림,나박김치,밤찹쌀팥밥,감자채맑은국,브로콜리된장무침,팽이버섯달걀전,비트초절이,쌀밥,미역국,멸치조림,쌀밥,안매운김치국,닭볶음탕,청경채나물,배추김치,달걀채소볶음밥,감자양파국,브로콜리나물,empty,배추김치,"우유,대두,땅콩+견과류"
팥밥,만두국,팽이버섯나물,소고기가지덮밥,애호박맑은국,견과류고구마범벅,느타리버섯나물,석박지,옥수수밥,모듬버섯찌개,매콤낙지채소볶음,건새우애호박볶음,깍두기,쌀밥,안매운김치국,볼어묵조림,새우살굴소스볶음밥,유부장국,청포묵무침,empty,배추김치,옥수수밥,맑은꽃게탕,멸치호두조림,배추나물,깍두기,"난류,우유"
충무김밥+반찬,참외미역냉국,매콤콩나물무침,찹쌀밥,냉콩나물국,(고춧가루제외)부추사과무침,두부채소굴소스볶음,나박김치,밤찹쌀팥밥,애호박젓국찌개,감자채볶음,소고기토마토조림,총각김치,꼬마김밥,콩나물국,백김치,찹쌀밥,미역국,마파두부,부추나물,배추김치,쌀밥,만두국,달걀말이,애호박나물,깍두기,땅콩+견과류
밤찹쌀팥밥,애호박젓국찌개,두부채소굴소스볶음,충무김밥+반찬,냉콩나물국,감자채볶음,(고춧가루제외)부추사과무침,나박김치,찹쌀밥,참외미역냉국,소고기토마토조림,애호박나물,비트초절이,S연두부죽,empty,진미채무침,쌀밥,만두국,감자채볶음,콩나물무침,배추김치,찹쌀밥,미역국,채소달걀찜,애호박나물,배추김치,땅콩+견과류
콩밥,무채양파국,닭가슴살사과무침,치킨마요덮밥,감자채맑은국,녹두전,양배추유자청무침,단무지,완두콩밥,바지락파래국,닭살카레조림,김자반,열무김치,쌀밥,미역국,삼치조림,쌀밥,조갯살맑은국,돼지불고기,시금치나물,배추김치,닭가슴살채소볶음밥,무국,새송이버섯조림,empty,배추김치,"난류,우유,밀,대두,땅콩+견과류"
수수밥,만두국,팽이버섯달걀전,카레라이스,시래기국,두부채소굴소스볶음,사과상추무침,비트초절이,찹쌀밥,수제비국,새우살조림,마늘종볶음,석박지,수수밥,우동국물,연두부찜,훈제오리볶음밥,시래기국,미역줄기볶음,empty,배추김치,쌀밥,아욱된장국,불고기,양배추나물,깍두기,"난류,우유"
돼지고기양배추덮밥,호박맑은국,가지양념찜,찹쌀밥,만두닭개장,매콤숙주오이무침,양념가지찜,열무김치,밤찹쌀팥밥,곤약어묵국,매콤콩나물무침,주꾸미채소간장볶음,비트초절이,불고기주먹밥,애호박맑은국,백김치,찹쌀밥,콩나물국,새우살채소볶음,감자조림,배추김치,찹쌀밥,동태맑은국,온두부찜,가지나물,배추김치,"난류,밀,땅콩+견과류"
찹쌀밥,감자채맑은국,임연수조림,소고기상추비빔밥,늙은호박국,해물부추전,empty,깍두기,밤찹쌀팥밥,두부전골,팽이버섯달걀전,양념가지찜,총각김치,찹쌀밥,감자양파국,임연수구이,쌀밥,애호박국,불고기,김구이,깍두기,잔멸치주먹밥,순두부국,오이무침,empty,백김치,"난류,밀,땅콩+견과류"
고구마밥,매생이두부국,고등어살카레구이,일본식소고기덮밥(규동),미니새우튀김우동,옥수수채소튀김,콘샐러드(올리브유드레싱),오이피클,밤밥,모듬버섯찌개,매콤낙지채소볶음,사과오렌지샐러드(요거트드레싱),오이소박이김치,차조밥,새우젓국찌개,닭고기간장조림,일본식소고기덮밥(규동),감자양파국,아몬드잔멸치조림,콘샐러드(올리브유드레싱),백김치,밤밥,애호박국,매콤낙지채소볶음,사과오렌지샐러드(요거트드레싱),오이소박이김치,"밀,대두"
흑미밥,배추당면국,크래미채소볶음,소고기카레라이스,감자국,브로콜리양배추찜,empty,깍두기,율무밥,낙지연포탕,돼지고기구이,열무나물,깍두기,흑미밥,두부맑은국,고등어구이,소고기채소볶음밥,감자국,고구마찜닭,사과상추무침,백김치,율무밥,낙지연포탕,돼지고기구이,열무나물,깍두기,"난류,우유,밀"
옥수수밥,감자국,브로콜리견과류볶음,소고기주먹밥,토마토감자국,얼갈이나물,해물완자전,비트초절이,완두콩밥,유부장국,돼지고기구이,취나물된장무침,단무지,옥수수밥,맑은배추국,새송이버섯새우살볶음,안매운김치볶음밥,감자채맑은국,얼갈이나물,연근엿장조림,비트초절이,쌀밥,무들깨국,단호박돼지고기조림,애호박볶음,단무지,"난류,밀,대두"
